printable_id,route,prose_summary,missing_verified_fields,unapproved_candidates,review_reason
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-railway-tracks-leading-into__3c54d4a6b3,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-railway-tracks-leading-into-3c54d4a6b3,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-small-shunting-engine-in-ra__9d08dccb65,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-small-shunting-engine-in-9d08dccb65,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-at-old-town-sta__0e1a4d8bf2,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-steam-train-at-old-town-0e1a4d8bf2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-blowing-whistle__f01d80e633,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-steam-train-blowing-whistle-f01d80e633,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-on-coastal-rout__e2f4dddeaa,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-steam-train-on-coastal-e2f4dddeaa,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-on-forest-trest__2af0e9fe71,/printables/bridges/mandala-geometry-patterns-trains-locomotives-steam-train-on-forest-2af0e9fe71,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-with-open-air-c__54a35e5c29,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-steam-train-with-open-air-54a35e5c29,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-with-open-air-c__ebd043ca33,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-steam-train-with-open-air-ebd043ca33,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-with-open-coal-__e8ec35f3aa,/printables/cars/mandala-geometry-patterns-trains-locomotives-steam-train-with-open-coal-e8ec35f3aa,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-steam-train-with-snowplow-f__346794c3f2,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-steam-train-with-snowplow-346794c3f2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-subway-train-at-platform-wi__cd271991e8,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-subway-train-at-platform-cd271991e8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-subway-train-entering-under__751f7bb691,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-subway-train-entering-751f7bb691,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-entering-mountain-tun__d54768a03f,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-train-entering-mountain-d54768a03f,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-passing-over-long-via__b6b87eb7c0,/printables/bridges/mandala-geometry-patterns-trains-locomotives-train-passing-over-long-b6b87eb7c0,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-passing-over-viaduct-__33a77a8607,/printables/bridges/mandala-geometry-patterns-trains-locomotives-train-passing-over-viaduct-33a77a8607,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-passing-through-snowy__5b3432cf1c,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-train-passing-through-snowy-5b3432cf1c,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-passing-through-snowy__cf12022ea2,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-train-passing-through-snowy-cf12022ea2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-roundhouse-with-multi__eaa473bdb1,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-train-roundhouse-with-eaa473bdb1,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-train-roundhouse-with-multi__ff4991ca7b,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-train-roundhouse-with-ff4991ca7b,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-tram-streetcar-crossing-bri__e8e3c0e2c8,/printables/bridges/mandala-geometry-patterns-trains-locomotives-tram-streetcar-crossing-e8e3c0e2c8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-tram-streetcar-on-city-rail__5683e60bd9,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-tram-streetcar-on-city-5683e60bd9,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-caboose-carriage__2c50e80ed8,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-vintage-caboose-carriage-2c50e80ed8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-circus-train-with-a__50f1fa51be,/printables/animals/mandala-geometry-patterns-trains-locomotives-vintage-circus-train-with-50f1fa51be,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-coal-car-with-shove__24834c30e1,/printables/cars/mandala-geometry-patterns-trains-locomotives-vintage-coal-car-with-24834c30e1,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-logging-train-carry__4d5ab47f61,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-vintage-logging-train-4d5ab47f61,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-mail-train-carriage__34df490867,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-vintage-mail-train-carriage-34df490867,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-milk-train-with-dai__94a002da52,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-vintage-milk-train-with-94a002da52,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-mining-train-with-o__edce191e28,/printables/cars/mandala-geometry-patterns-trains-locomotives-vintage-mining-train-with-edce191e28,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-steam-train-crossin__d38d0feae8,/printables/bridges/mandala-geometry-patterns-trains-locomotives-vintage-steam-train-d38d0feae8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-vintage-steam-train-through__0d8ed0a223,/printables/detailed-for-adults/mandala-geometry-patterns-trains-locomotives-vintage-steam-train-through-0d8ed0a223,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-tree-of-life-mandala__4876445aa4,/printables/detailed-for-adults/mandala-geometry-patterns-tree-of-life-mandala-4876445aa4,present,seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-two-headed-snake-patterns__ec28058965,/printables/animals/mandala-geometry-patterns-two-headed-snake-patterns-ec28058965,present,seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-aston-martin__ab69db5853,/printables/cars/mandala-geometry-patterns-vehicle-cars-aston-martin-ab69db5853,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-audi__fafb7125ac,/printables/cars/mandala-geometry-patterns-vehicle-cars-audi-fafb7125ac,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-bentley-continental__f8b19b37fe,/printables/cars/mandala-geometry-patterns-vehicle-cars-bentley-continental-f8b19b37fe,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-bmw__22280a8843,/printables/cars/mandala-geometry-patterns-vehicle-cars-bmw-22280a8843,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-bugatti-chiron__a667624af7,/printables/cars/mandala-geometry-patterns-vehicle-cars-bugatti-chiron-a667624af7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-chevrolet__a309eedb91,/printables/cars/mandala-geometry-patterns-vehicle-cars-chevrolet-a309eedb91,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-chevrolet-silverado__22b82d2b8c,/printables/cars/mandala-geometry-patterns-vehicle-cars-chevrolet-silverado-22b82d2b8c,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-corvette__fa3a7476f2,/printables/cars/mandala-geometry-patterns-vehicle-cars-corvette-fa3a7476f2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-cybertruck__f554115e3a,/printables/cars/mandala-geometry-patterns-vehicle-cars-cybertruck-f554115e3a,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-dodge-challenger__524aab86f0,/printables/cars/mandala-geometry-patterns-vehicle-cars-dodge-challenger-524aab86f0,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-dodge-ram-truck__8c6f201871,/printables/cars/mandala-geometry-patterns-vehicle-cars-dodge-ram-truck-8c6f201871,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-dragster__17da0e6db2,/printables/cars/mandala-geometry-patterns-vehicle-cars-dragster-17da0e6db2,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-ferrari__d41a45abd8,/printables/cars/mandala-geometry-patterns-vehicle-cars-ferrari-d41a45abd8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-ferrari-laferrari__0ee285bca5,/printables/cars/mandala-geometry-patterns-vehicle-cars-ferrari-laferrari-0ee285bca5,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-ferrari-scorpion-mod__75017ead01,/printables/cars/mandala-geometry-patterns-vehicle-cars-ferrari-scorpion-mod-75017ead01,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-fiat-500__6c67eb7382,/printables/cars/mandala-geometry-patterns-vehicle-cars-fiat-500-6c67eb7382,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-ford__cf1e761eb7,/printables/cars/mandala-geometry-patterns-vehicle-cars-ford-cf1e761eb7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-formula-1__438b41cff6,/printables/cars/mandala-geometry-patterns-vehicle-cars-formula-1-438b41cff6,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-go-kart__5ce92f6f04,/printables/cars/mandala-geometry-patterns-vehicle-cars-go-kart-5ce92f6f04,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-honda__6c7956f8c7,/printables/cars/mandala-geometry-patterns-vehicle-cars-honda-6c7956f8c7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-jeep-wrangler__86e3b3ec52,/printables/cars/mandala-geometry-patterns-vehicle-cars-jeep-wrangler-86e3b3ec52,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-lamborghini__5c3422c4f4,/printables/cars/mandala-geometry-patterns-vehicle-cars-lamborghini-5c3422c4f4,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-lamborghini-aventador__95ae8f047a,/printables/cars/mandala-geometry-patterns-vehicle-cars-lamborghini-aventador-95ae8f047a,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-lamborghini-sports-car__f5e4def2b4,/printables/cars/mandala-geometry-patterns-vehicle-cars-lamborghini-sports-car-f5e4def2b4,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-maserati__561a642896,/printables/cars/mandala-geometry-patterns-vehicle-cars-maserati-561a642896,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-mclaren__cc497412df,/printables/cars/mandala-geometry-patterns-vehicle-cars-mclaren-cc497412df,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-mercedes-benz__a46615f208,/printables/cars/mandala-geometry-patterns-vehicle-cars-mercedes-benz-a46615f208,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-mini-cooper__53f21f0ed4,/printables/cars/mandala-geometry-patterns-vehicle-cars-mini-cooper-53f21f0ed4,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-monster-truck__0c057bb244,/printables/cars/mandala-geometry-patterns-vehicle-cars-monster-truck-0c057bb244,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-nascar__f3512920b4,/printables/cars/mandala-geometry-patterns-vehicle-cars-nascar-f3512920b4,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-nissan__eeb3d259ef,/printables/cars/mandala-geometry-patterns-vehicle-cars-nissan-eeb3d259ef,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-pagani-huayra__974ebd3a07,/printables/cars/mandala-geometry-patterns-vehicle-cars-pagani-huayra-974ebd3a07,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-porsche__6b7f6eeed9,/printables/cars/mandala-geometry-patterns-vehicle-cars-porsche-6b7f6eeed9,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-porsche-911__6fbd05e8b4,/printables/cars/mandala-geometry-patterns-vehicle-cars-porsche-911-6fbd05e8b4,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-rally-car__68f32ff3e6,/printables/cars/mandala-geometry-patterns-vehicle-cars-rally-car-68f32ff3e6,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-rolls-royce__6bdf8ac827,/printables/cars/mandala-geometry-patterns-vehicle-cars-rolls-royce-6bdf8ac827,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-sports-car__cc36617473,/printables/cars/mandala-geometry-patterns-vehicle-cars-sports-car-cc36617473,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-tesla__aaa925357c,/printables/cars/mandala-geometry-patterns-vehicle-cars-tesla-aaa925357c,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-tesla-model-s__d5ac80ecac,/printables/cars/mandala-geometry-patterns-vehicle-cars-tesla-model-s-d5ac80ecac,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-toyota__7f992f500d,/printables/cars/mandala-geometry-patterns-vehicle-cars-toyota-7f992f500d,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-toyota-supra__d87bfd042b,/printables/cars/mandala-geometry-patterns-vehicle-cars-toyota-supra-d87bfd042b,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-cars-volkswagen-golf__fcc590f433,/printables/cars/mandala-geometry-patterns-vehicle-cars-volkswagen-golf-fcc590f433,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-a-10-thunderbolt-ii__2b4b4c8bc7,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-a-10-thunderbolt-ii-2b4b4c8bc7,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-agricultural-crop-duster__541d49f1cb,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-agricultural-crop-duster-541d49f1cb,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-ah-64-apache__a8d0acd27a,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-ah-64-apache-a8d0acd27a,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-air-ambulance-helicopter__f4cca7fe60,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-air-ambulance-helicopter-f4cca7fe60,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-airbus-a380__596b774bea,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-airbus-a380-596b774bea,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-airbus-helicopters-h145__c5671b4723,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-airbus-helicopters-h145-c5671b4723,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-amphibious-plane__2141d891fd,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-amphibious-plane-2141d891fd,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-antonov-an-225__77b9c44e3e,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-antonov-an-225-77b9c44e3e,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-avro-lancaster__bc2d28cd1f,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-avro-lancaster-bc2d28cd1f,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-beechcraft-king-air__bca81fdf18,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-beechcraft-king-air-bca81fdf18,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-bell-206-jet-ranger__910243d3e9,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-bell-206-jet-ranger-910243d3e9,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-bell-407__9f6e2acb32,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-bell-407-9f6e2acb32,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-bell-429__bd0f6d2a01,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-bell-429-bd0f6d2a01,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
mandala-geometry-patterns__mandala-geometry-patterns-vehiacle-planes-biplane__c8e99b5eb8,/printables/detailed-for-adults/mandala-geometry-patterns-vehicle-planes-biplane-c8e99b5eb8,present,style|seasonal|detail|audience,Detailed Coloring Pages for Adults|Detailed Coloring Pages for Adults,audience/detail candidate lacks independent review
