printable_id,route,prose_summary,missing_verified_fields,unapproved_candidates,review_reason
chibi__chibi-flowers-gaillardia__19da626ed1,/printables/chibi/chibi-flowers-gaillardia-19da626ed1,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-gaillardia-kawaii__7cdebeba6a,/printables/chibi/chibi-flowers-gaillardia-kawaii-7cdebeba6a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-gazania__2e13db9bc1,/printables/chibi/chibi-flowers-gazania-2e13db9bc1,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-gazania-kawaii__fe20efd5d8,/printables/chibi/chibi-flowers-gazania-kawaii-fe20efd5d8,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-gerbera-kawaii__010b3bb082,/printables/chibi/chibi-flowers-gerbera-kawaii-010b3bb082,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-gladiolus__72e86d67ca,/printables/chibi/chibi-flowers-gladiolus-72e86d67ca,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-gladiolus-kawaii__d416ec834e,/printables/chibi/chibi-flowers-gladiolus-kawaii-d416ec834e,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hellebore__553d11d863,/printables/chibi/chibi-flowers-hellebore-553d11d863,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hellebore-kawaii__0a820f30c0,/printables/chibi/chibi-flowers-hellebore-kawaii-0a820f30c0,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hibiscus__b80e681042,/printables/chibi/chibi-flowers-hibiscus-b80e681042,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hibiscus-kawaii__f08306ad5c,/printables/chibi/chibi-flowers-hibiscus-kawaii-f08306ad5c,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hollyhock__0313fd46db,/printables/chibi/chibi-flowers-hollyhock-0313fd46db,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hollyhock-kawaii__a7e7716767,/printables/chibi/chibi-flowers-hollyhock-kawaii-a7e7716767,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hyacinth__b6ec0b39a0,/printables/chibi/chibi-flowers-hyacinth-b6ec0b39a0,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hyacinth-kawaii__cf3402830f,/printables/chibi/chibi-flowers-hyacinth-kawaii-cf3402830f,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hydrangea__4006211b8f,/printables/chibi/chibi-flowers-hydrangea-4006211b8f,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-hydrangea-kawaii__04afc2c39b,/printables/chibi/chibi-flowers-hydrangea-kawaii-04afc2c39b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-iceland-poppy__c450d66a03,/printables/chibi/chibi-flowers-iceland-poppy-c450d66a03,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-iceland-poppy-kawaii__66fcbf16fb,/printables/chibi/chibi-flowers-iceland-poppy-kawaii-66fcbf16fb,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-iris__8596cfdf27,/printables/chibi/chibi-flowers-iris-8596cfdf27,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-iris-kawaii__01ded14151,/printables/chibi/chibi-flowers-iris-kawaii-01ded14151,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-kawaii-calla-lily__748201306b,/printables/chibi/chibi-flowers-kawaii-calla-lily-748201306b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-kawaii-coneflower__94ce7ad43b,/printables/chibi/chibi-flowers-kawaii-coneflower-94ce7ad43b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-kawaii-forget-me-not__b6c86d0b57,/printables/chibi/chibi-flowers-kawaii-forget-me-not-b6c86d0b57,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-kawaii-protea__cd925409e4,/printables/chibi/chibi-flowers-kawaii-protea-cd925409e4,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-kawaii-rudbeckia__119fcff044,/printables/chibi/chibi-flowers-kawaii-rudbeckia-119fcff044,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-kawaii-zephyranthes__97613d6aee,/printables/chibi/chibi-flowers-kawaii-zephyranthes-97613d6aee,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lavender__3615787499,/printables/chibi/chibi-flowers-lavender-3615787499,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lavender-kawaii__2894aba713,/printables/chibi/chibi-flowers-lavender-kawaii-2894aba713,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-liatris-kawaii__77bf22d13d,/printables/chibi/chibi-flowers-liatris-kawaii-77bf22d13d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lilac__9953280193,/printables/chibi/chibi-flowers-lilac-9953280193,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lilac-kawaii__72f241983f,/printables/chibi/chibi-flowers-lilac-kawaii-72f241983f,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lily__551499878f,/printables/chibi/chibi-flowers-lily-551499878f,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lily-kawaii__aed3de2c3c,/printables/chibi/chibi-flowers-lily-kawaii-aed3de2c3c,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lisianthus__ea57ec7b45,/printables/chibi/chibi-flowers-lisianthus-ea57ec7b45,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lisianthus-kawaii__08b16258e0,/printables/chibi/chibi-flowers-lisianthus-kawaii-08b16258e0,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lotus__0d87de91bc,/printables/chibi/chibi-flowers-lotus-0d87de91bc,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-lotus-kawaii__0e0fa19a21,/printables/chibi/chibi-flowers-lotus-kawaii-0e0fa19a21,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-magnolia__9a950712e4,/printables/chibi/chibi-flowers-magnolia-9a950712e4,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-magnolia-kawaii__1453b11308,/printables/chibi/chibi-flowers-magnolia-kawaii-1453b11308,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-maple-leaves__4833621ad6,/printables/chibi/chibi-flowers-maple-leaves-4833621ad6,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-marigold__2b8d06d32d,/printables/chibi/chibi-flowers-marigold-2b8d06d32d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-marigold-kawaii__406affdb49,/printables/chibi/chibi-flowers-marigold-kawaii-406affdb49,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-morning-glory__897f33fa6a,/printables/chibi/chibi-flowers-morning-glory-897f33fa6a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-morning-glory-kawaii__a084f4c454,/printables/chibi/chibi-flowers-morning-glory-kawaii-a084f4c454,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-narcissus__dba9a26956,/printables/chibi/chibi-flowers-narcissus-dba9a26956,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-narcissus-kawaii__be0ed54dc9,/printables/chibi/chibi-flowers-narcissus-kawaii-be0ed54dc9,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-nasturtium__a1c5d549fc,/printables/chibi/chibi-flowers-nasturtium-a1c5d549fc,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-nasturtium-kawaii__13efac2d5e,/printables/chibi/chibi-flowers-nasturtium-kawaii-13efac2d5e,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-orchid__8683825abb,/printables/chibi/chibi-flowers-orchid-8683825abb,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-osteospermum__3326120d08,/printables/chibi/chibi-flowers-osteospermum-3326120d08,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-paper-daisy__735e683ad4,/printables/chibi/chibi-flowers-paper-daisy-735e683ad4,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-paper-daisy-kawaii__14c5b1714c,/printables/chibi/chibi-flowers-paper-daisy-kawaii-14c5b1714c,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-passionflower__e07866578d,/printables/chibi/chibi-flowers-passionflower-e07866578d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-passionflower-kawaii__0ca8755322,/printables/chibi/chibi-flowers-passionflower-kawaii-0ca8755322,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-peony__3fd5e69555,/printables/chibi/chibi-flowers-peony-3fd5e69555,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-peony-kawaii__64d419ec56,/printables/chibi/chibi-flowers-peony-kawaii-64d419ec56,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-petunia__5d200c0706,/printables/chibi/chibi-flowers-petunia-5d200c0706,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-petunia-kawaii__4a23800e0b,/printables/chibi/chibi-flowers-petunia-kawaii-4a23800e0b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-poppy__69a7927d41,/printables/chibi/chibi-flowers-poppy-69a7927d41,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-poppy-kawaii__3814cae262,/printables/chibi/chibi-flowers-poppy-kawaii-3814cae262,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-primrose__b9572e5e1d,/printables/chibi/chibi-flowers-primrose-b9572e5e1d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-primrose-kawaii__2b63385b3f,/printables/chibi/chibi-flowers-primrose-kawaii-2b63385b3f,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-protea__bbbcd4679a,/printables/chibi/chibi-flowers-protea-bbbcd4679a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-protea-flower-girl__9726d28a48,/printables/chibi/chibi-flowers-protea-flower-girl-9726d28a48,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-protea-kawaii__a402f55420,/printables/chibi/chibi-flowers-protea-kawaii-a402f55420,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-queen-annes-lace__5d746f9947,/printables/chibi/chibi-flowers-queen-annes-lace-5d746f9947,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-queen-annes-lace-kawaii__a224f28c8e,/printables/chibi/chibi-flowers-queen-annes-lace-kawaii-a224f28c8e,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-ranunculus__a3503b585d,/printables/chibi/chibi-flowers-ranunculus-a3503b585d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-ranunculus-kawaii__e6d821f095,/printables/chibi/chibi-flowers-ranunculus-kawaii-e6d821f095,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-red-maple__c851da0487,/printables/chibi/chibi-flowers-red-maple-c851da0487,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-rose__286c51de98,/printables/chibi/chibi-flowers-rose-286c51de98,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-rose-kawaii__debc262673,/printables/chibi/chibi-flowers-rose-kawaii-debc262673,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-rudbeckia__81baf793d2,/printables/chibi/chibi-flowers-rudbeckia-81baf793d2,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sakura__f82b267e27,/printables/chibi/chibi-flowers-sakura-f82b267e27,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sakura-petals__74afd94e3c,/printables/chibi/chibi-flowers-sakura-petals-74afd94e3c,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-salvia__3fb7f920b6,/printables/chibi/chibi-flowers-salvia-3fb7f920b6,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-salvia-kawaii__39df3a268d,/printables/chibi/chibi-flowers-salvia-kawaii-39df3a268d,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-snapdragon__4c46e75844,/printables/chibi/chibi-flowers-snapdragon-4c46e75844,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-snowdrop__860d5dd23a,/printables/chibi/chibi-flowers-snowdrop-860d5dd23a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-snowdrop-kawaii__cfbb970178,/printables/chibi/chibi-flowers-snowdrop-kawaii-cfbb970178,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sunflower__ac2919d4df,/printables/chibi/chibi-flowers-sunflower-ac2919d4df,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sunflower-kawaii__61ea71f5d8,/printables/chibi/chibi-flowers-sunflower-kawaii-61ea71f5d8,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sweet-pea__5c18a82752,/printables/chibi/chibi-flowers-sweet-pea-5c18a82752,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sweet-pea-girl__f6fee6fcf2,/printables/chibi/chibi-flowers-sweet-pea-girl-f6fee6fcf2,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-sweet-pea-kawaii__e583e082b1,/printables/chibi/chibi-flowers-sweet-pea-kawaii-e583e082b1,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-thistle__17f022f85b,/printables/chibi/chibi-flowers-thistle-17f022f85b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-thistle-kawaii__d0fdd888b3,/printables/chibi/chibi-flowers-thistle-kawaii-d0fdd888b3,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-tulip__af5661784b,/printables/chibi/chibi-flowers-tulip-af5661784b,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-tulip-garden__68470e6363,/printables/chibi/chibi-flowers-tulip-garden-68470e6363,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-tulip-kawaii__1702662941,/printables/chibi/chibi-flowers-tulip-kawaii-1702662941,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-wisteria__0f71605677,/printables/chibi/chibi-flowers-wisteria-0f71605677,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-wisteria-kawaii__b5c71c0b49,/printables/chibi/chibi-flowers-wisteria-kawaii-b5c71c0b49,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-xeranthemum__8dcd6932f1,/printables/chibi/chibi-flowers-xeranthemum-8dcd6932f1,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-xeranthemum-kawaii__d2f5673855,/printables/chibi/chibi-flowers-xeranthemum-kawaii-d2f5673855,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-yarrow-kawaii__00a73bd106,/printables/chibi/chibi-flowers-yarrow-kawaii-00a73bd106,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-yarrow-kawaii-girl__d760f916bb,/printables/chibi/chibi-flowers-yarrow-kawaii-girl-d760f916bb,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-yucca__c2c7eb673a,/printables/chibi/chibi-flowers-yucca-c2c7eb673a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-yucca-kawaii__993bcef9bf,/printables/chibi/chibi-flowers-yucca-kawaii-993bcef9bf,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-zantedeschia__aa85f3bd10,/printables/chibi/chibi-flowers-zantedeschia-aa85f3bd10,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-zantedeschia-kawaii__f13e8bac2a,/printables/chibi/chibi-flowers-zantedeschia-kawaii-f13e8bac2a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-zephyranthes__29bb3121bf,/printables/chibi/chibi-flowers-zephyranthes-29bb3121bf,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-zephyranthes-kawaii__0d0397afe6,/printables/chibi/chibi-flowers-zephyranthes-kawaii-0d0397afe6,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flowers-zinnia__e17b4b8ff1,/printables/chibi/chibi-flowers-zinnia-e17b4b8ff1,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flying-pegasus__3b3b6b5009,/printables/chibi/chibi-flying-pegasus-3b3b6b5009,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-flying-unicorn__c209c6b535,/printables/chibi/chibi-flying-unicorn-c209c6b535,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-fossil__0632b38c2a,/printables/chibi/chibi-fossil-0632b38c2a,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-fox__d49391e970,/printables/chibi/chibi-fox-d49391e970,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-friendly-dragon__0dff5b55c4,/printables/chibi/chibi-friendly-dragon-0dff5b55c4,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-ghost-pirates__78e9538796,/printables/chibi/chibi-ghost-pirates-78e9538796,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-giraffe__c6736f0b51,/printables/chibi/chibi-giraffe-c6736f0b51,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-glyptodon__36550bbf83,/printables/chibi/chibi-glyptodon-36550bbf83,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-gnomes__61a6a56945,/printables/chibi/chibi-gnomes-61a6a56945,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-goblins__fbed3b5619,/printables/chibi/chibi-goblins-fbed3b5619,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-gold-hoarding-dragon__876222b213,/printables/chibi/chibi-gold-hoarding-dragon-876222b213,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-gorilla__b733262478,/printables/chibi/chibi-gorilla-b733262478,present,primary_subject|seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-happy-african-dragon__cdc50e839a,/printables/chibi/chibi-happy-african-dragon-cdc50e839a,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-happy-dragon__30854f2227,/printables/chibi/chibi-happy-dragon-30854f2227,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-hedgehog__c1d0dca1fd,/printables/chibi/chibi-hedgehog-c1d0dca1fd,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-hippo__24a67653c8,/printables/chibi/chibi-hippo-24a67653c8,present,seasonal|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-bat-colony-flying-in-night-sky-coloring-page__3624fb1d72,/printables/bats/chibi-holiday-halloween-bat-colony-flying-in-night-sky-3624fb1d72,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-black-cat-peeking-out-of-pumpkin-coloring-page__c47ea723e5,/printables/animals/chibi-holiday-halloween-black-cat-peeking-out-of-pumpkin-c47ea723e5,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-black-cat-sitting-on-fence-under-moon-coloring-p__81d2ff4c89,/printables/animals/chibi-holiday-halloween-black-cat-sitting-on-fence-under-moon-81d2ff4c89,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-candy-bucket-filled-with-treats-coloring-page__27d5c14d60,/printables/chibi/chibi-holiday-halloween-candy-bucket-filled-with-treats-27d5c14d60,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-candy-corn-pattern-background-coloring-page__7e70d5d5ae,/printables/chibi/chibi-holiday-halloween-candy-corn-pattern-background-7e70d5d5ae,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-candy-stall-at-halloween-festival-coloring-page__50f8dcfa9b,/printables/chibi/chibi-holiday-halloween-candy-stall-at-halloween-festival-50f8dcfa9b,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-candy-trail-leading-to-haunted-door-coloring-pag__64ae58c6d8,/printables/chibi/chibi-holiday-halloween-candy-trail-leading-to-haunted-door-64ae58c6d8,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cauldron-bubbling-over-firewood-coloring-page__cea100bc43,/printables/chibi/chibi-holiday-halloween-cauldron-bubbling-over-firewood-cea100bc43,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cauldron-bubbling-with-green-slime-coloring-page__a7e4efaae7,/printables/chibi/chibi-holiday-halloween-cauldron-bubbling-with-green-slime-a7e4efaae7,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cauldron-surrounded-by-potion-bottles-coloring-p__2565671600,/printables/chibi/chibi-holiday-halloween-cauldron-surrounded-by-potion-bottles-2565671600,present,primary_subject|detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cauldron-with-green-smoke-and-bats-coloring-page__9a8a418b04,/printables/bats/chibi-holiday-halloween-cauldron-with-green-smoke-and-bats-9a8a418b04,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-cobweb-in-corner-with-spider-coloring-page__7b53c373f3,/printables/animals/chibi-holiday-halloween-cobweb-in-corner-with-spider-7b53c373f3,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
chibi__chibi-holiday-halloween-creepy-castle-with-torch-lit-windows-coloring-pa__08e80ab431,/printables/buildings/chibi-holiday-halloween-creepy-castle-with-torch-lit-windows-08e80ab431,present,detail|audience,Coloring Pages for Kids|Easy,audience/detail candidate lacks independent review
